seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr12	102514117	102514139	23	*	X09053	55010	102513956	102591298	77343	+	0	inside	160	PARPBP
chr12	102514117	102514139	23	*	X09053	79023	102467973	102513869	45897	-	247	upstream	247	NUP37
chr12	102514211	102514243	33	*	X09054	55010	102513956	102591298	77343	+	0	inside	254	PARPBP
chr12	102514211	102514243	33	*	X09054	79023	102467973	102513869	45897	-	341	upstream	341	NUP37
chr12	104323659	104323779	121	*	X09057	100500842	104324203	104324333	131	+	423	upstream	423	MIR3652
chr12	104323659	104323779	121	*	X09057	253724	104237527	104323989	86463	-	0	inside	209	TTC41P
chr12	104323659	104323779	121	*	X09057	7184	104324112	104341708	17597	+	332	upstream	332	HSP90B1
chr12	104324133	104324287	155	*	X09058	100500842	104324203	104324333	131	+	0	overlapStart	0	MIR3652
chr12	104324133	104324287	155	*	X09058	253724	104237527	104323989	86463	-	143	upstream	143	TTC41P
chr12	104324133	104324287	155	*	X09058	7184	104324112	104341708	17597	+	0	inside	20	HSP90B1
chr12	104458590	104458622	33	*	X09060	83468	104382765	104457961	75197	-	628	upstream	628	GLT8D2
chr12	104458638	104458669	32	*	X09061	83468	104382765	104457961	75197	-	676	upstream	676	GLT8D2
chr12	104531809	104532014	206	*	X09062	4801	104510858	104532040	21183	-	0	inside	25	NFYB
chr12	104850675	104850697	23	*	X09063	50515	104850692	105155792	305101	+	0	overlapStart	0	CHST11
chr12	105478595	105478618	24	*	X09065	160428	105413562	105478341	64780	-	253	upstream	253	ALDH1L2
chr12	105501324	105501819	496	*	X09066	23325	105501492	105562906	61415	+	0	overlapStart	0	WASHC4
chr12	106696266	106696560	295	*	X09069	255394	106696581	106740792	44212	+	20	upstream	20	TCP11L2
chr12	106751372	106751411	40	*	X09070	55703	106751436	106903976	152541	+	24	upstream	24	POLR3B
chr12	106751428	106751721	294	*	X09071	55703	106751436	106903976	152541	+	0	overlapStart	0	POLR3B
chr12	107168762	107168924	163	*	X09073	100287944	106890188	107168609	278422	-	152	upstream	152	LOC100287944
chr12	107349315	107349396	82	*	X09074	90488	107349544	107367813	18270	+	147	upstream	147	TMEM263
chr12	107349505	107349729	225	*	X09075	90488	107349544	107367813	18270	+	0	overlapStart	0	TMEM263
chr12	107712147	107712166	20	*	X09077	121551	107712197	108053419	341223	+	30	upstream	30	BTBD11
chr12	107712189	107712310	122	*	X09078	121551	107712197	108053419	341223	+	0	overlapStart	0	BTBD11
chr12	108079425	108079801	377	*	X09079	11137	108079590	108106257	26668	+	0	overlapStart	0	PWP1
chr12	108154807	108154828	22	*	X09080	11108	108126643	108155021	28379	-	0	inside	192	PRDM4
chr12	108154843	108154934	92	*	X09081	11108	108126643	108155021	28379	-	0	inside	86	PRDM4
chr12	108155003	108155059	57	*	X09082	11108	108126643	108155021	28379	-	0	overlapStart	0	PRDM4
chr12	108155073	108155164	92	*	X09083	11108	108126643	108155021	28379	-	51	upstream	51	PRDM4
chr12	108522915	108522967	53	*	X09084	9671	108523511	108644313	120803	+	543	upstream	543	WSCD2
chr12	108522994	108523008	15	*	X09085	9671	108523511	108644313	120803	+	502	upstream	502	WSCD2
chr12	108523127	108523214	88	*	X09086	9671	108523511	108644313	120803	+	296	upstream	296	WSCD2
chr12	108523295	108523322	28	*	X09087	9671	108523511	108644313	120803	+	188	upstream	188	WSCD2
chr12	108523383	108523464	82	*	X09088	9671	108523511	108644313	120803	+	46	upstream	46	WSCD2
chr12	108955072	108955214	143	*	X09089	23479	108956294	108963160	6867	+	1079	upstream	1079	ISCU
chr12	108955072	108955214	143	*	X09089	9733	108915991	108955165	39175	-	0	overlapStart	0	SART3
chr12	108956161	108956373	213	*	X09090	23479	108956294	108963160	6867	+	0	overlapStart	0	ISCU
chr12	108956161	108956373	213	*	X09090	9733	108915991	108955165	39175	-	995	upstream	995	SART3
chr12	109125232	109125248	17	*	X09091	23603	109038885	109125326	86442	-	0	inside	77	CORO1C
chr12	109251294	109251399	106	*	X09093	1610	109252708	109294710	42003	+	1308	upstream	1308	DAO
chr12	109251294	109251399	106	*	X09093	54434	109176466	109251359	74894	-	0	overlapStart	0	SSH1
chr12	109251414	109251599	186	*	X09094	1610	109252708	109294710	42003	+	1108	upstream	1108	DAO
chr12	109251414	109251599	186	*	X09094	54434	109176466	109251359	74894	-	54	upstream	54	SSH1
chr12	109251611	109251729	119	*	X09095	1610	109252708	109294710	42003	+	978	upstream	978	DAO
chr12	109251611	109251729	119	*	X09095	54434	109176466	109251359	74894	-	251	upstream	251	SSH1
chr12	109458706	109458928	223	*	X09096	55530	109304658	109458845	154188	-	0	overlapStart	0	SVOP
chr12	109458706	109458928	223	*	X09096	84749	109460894	109525831	64938	+	1965	upstream	1965	USP30
chr12	109535254	109535315	62	*	X09098	7374	109535399	109548798	13400	+	83	upstream	83	UNG
chr12	109746960	109747295	336	*	X09100	121643	109715783	109747025	31243	-	0	overlapStart	0	FOXN4
chr12	109747411	109747427	17	*	X09101	121643	109715783	109747025	31243	-	385	upstream	385	FOXN4
chr12	109915058	109915637	580	*	X09102	83892	109886460	109915155	28696	-	0	overlapStart	0	KCTD10
chr12	109915058	109915637	580	*	X09102	89910	109915428	109974510	59083	+	0	overlapStart	0	UBE3B
chr12	110011079	110011121	43	*	X09103	326625	109991521	110011358	19838	-	0	inside	236	MMAB
chr12	110011079	110011121	43	*	X09103	4598	110011500	110035071	23572	+	378	upstream	378	MVK
chr12	110011147	110011182	36	*	X09104	326625	109991521	110011358	19838	-	0	inside	175	MMAB
chr12	110011147	110011182	36	*	X09104	4598	110011500	110035071	23572	+	317	upstream	317	MVK
chr12	110151954	110152220	267	*	X09105	84915	110152187	110208312	56126	+	0	overlapStart	0	FAM222A
chr12	110337864	110337882	19	*	X09108	84260	110338079	110391074	52996	+	196	upstream	196	TCHP
chr12	110337923	110338182	260	*	X09109	84260	110338079	110391074	52996	+	0	overlapStart	0	TCHP
chr12	110434027	110434260	234	*	X09110	9815	110367607	110434194	66588	-	0	overlapStart	0	GIT2
chr12	110434274	110434388	115	*	X09111	9815	110367607	110434194	66588	-	79	upstream	79	GIT2
chr12	110436992	110437021	30	*	X09112	88455	110436991	110477235	40245	+	0	inside	0	ANKRD13A
chr12	110437036	110437164	129	*	X09113	88455	110436991	110477235	40245	+	0	inside	44	ANKRD13A
chr12	110561965	110561968	4	*	X09116	28981	110562140	110656600	94461	+	171	upstream	171	IFT81
chr12	110562124	110562140	17	*	X09117	28981	110562140	110656600	94461	+	0	overlapStart	0	IFT81
chr12	110905966	110905993	28	*	X09118	29902	110906229	110928192	21964	+	235	upstream	235	FAM216A
chr12	110906016	110906074	59	*	X09119	29902	110906229	110928192	21964	+	154	upstream	154	FAM216A
chr12	110906171	110906207	37	*	X09120	29902	110906229	110928192	21964	+	21	upstream	21	FAM216A
chr12	110939731	110939824	94	*	X09121	144715	110940005	110969891	29887	+	180	upstream	180	RAD9B
chr12	110939731	110939824	94	*	X09121	51699	110929330	110939916	10587	-	0	inside	91	VPS29
chr12	110939847	110940194	348	*	X09122	144715	110940005	110969891	29887	+	0	overlapStart	0	RAD9B
chr12	110939847	110940194	348	*	X09122	51699	110929330	110939916	10587	-	0	overlapStart	0	VPS29
chr12	110940272	110940282	11	*	X09123	144715	110940005	110969891	29887	+	0	inside	266	RAD9B
chr12	110940272	110940282	11	*	X09123	51699	110929330	110939916	10587	-	355	upstream	355	VPS29
chr12	110940303	110940371	69	*	X09124	144715	110940005	110969891	29887	+	0	inside	297	RAD9B
chr12	110940303	110940371	69	*	X09124	51699	110929330	110939916	10587	-	386	upstream	386	VPS29
chr12	111020761	111020840	80	*	X09126	160760	110972237	111021064	48828	-	0	inside	223	PPTC7
chr12	111021031	111021136	106	*	X09127	160760	110972237	111021064	48828	-	0	overlapStart	0	PPTC7
chr12	111180516	111181074	559	*	X09128	5501	111157613	111180783	23171	-	0	overlapStart	0	PPP1CC
chr12	111806690	111806913	224	*	X09129	144717	111798455	111806925	8471	-	0	inside	11	PHETA1
chr12	111843233	111843341	109	*	X09130	10019	111843752	111889427	45676	+	410	upstream	410	SH2B3
chr12	111843467	111843495	29	*	X09131	10019	111843752	111889427	45676	+	256	upstream	256	SH2B3
chr12	111843565	111843753	189	*	X09132	10019	111843752	111889427	45676	+	0	overlapStart	0	SH2B3
chr12	112037174	112037613	440	*	X09133	6311	111890018	112037480	147463	-	0	overlapStart	0	ATXN2
chr12	112037644	112037662	19	*	X09134	6311	111890018	112037480	147463	-	163	upstream	163	ATXN2
chr12	112123625	112124000	376	*	X09135	80724	112123857	112194911	71055	+	0	overlapStart	0	ACAD10
chr12	112123625	112124000	376	*	X09135	8315	112079950	112123790	43841	-	0	overlapStart	0	BRAP
chr12	112279595	112280055	461	*	X09136	8550	112280032	112331228	51197	+	0	overlapStart	0	MAPKAPK5
chr12	112450994	112451006	13	*	X09137	10961	112451152	112461024	9873	+	145	upstream	145	ERP29
chr12	112450994	112451006	13	*	X09137	89894	112369087	112451023	81937	-	0	inside	16	TMEM116
chr12	112451044	112451077	34	*	X09138	10961	112451152	112461024	9873	+	74	upstream	74	ERP29
chr12	112451044	112451077	34	*	X09138	89894	112369087	112451023	81937	-	20	upstream	20	TMEM116
chr12	112451090	112451137	48	*	X09139	10961	112451152	112461024	9873	+	14	upstream	14	ERP29
chr12	112451090	112451137	48	*	X09139	89894	112369087	112451023	81937	-	66	upstream	66	TMEM116
chr12	112451200	112451439	240	*	X09140	10961	112451152	112461024	9873	+	0	inside	47	ERP29
chr12	112451200	112451439	240	*	X09140	89894	112369087	112451023	81937	-	176	upstream	176	TMEM116
chr12	112451831	112451883	53	*	X09141	89894	112369087	112451023	81937	-	807	upstream	807	TMEM116
chr12	112451917	112451994	78	*	X09142	89894	112369087	112451023	81937	-	893	upstream	893	TMEM116
chr12	112546342	112546596	255	*	X09145	80018	112464493	112546635	82143	-	0	inside	38	NAA25
chr12	112847263	112847501	239	*	X09147	6128	112842994	112847443	4450	-	0	overlapStart	0	RPL6
chr12	112847521	112847542	22	*	X09148	6128	112842994	112847443	4450	-	77	upstream	77	RPL6
chr12	112847624	112847651	28	*	X09149	6128	112842994	112847443	4450	-	180	upstream	180	RPL6
chr12	112847681	112847700	20	*	X09150	6128	112842994	112847443	4450	-	237	upstream	237	RPL6
chr12	112856538	112856703	166	*	X09151	5781	112856536	112947717	91182	+	0	inside	1	PTPN11
chr12	113623115	113623627	513	*	X09153	79039	113594978	113623284	28307	-	0	overlapStart	0	DDX54
chr12	113623115	113623627	513	*	X09153	84934	113623555	113630119	6565	+	0	overlapStart	0	RITA1
chr12	113772804	113772902	99	*	X09154	80024	113736571	113772925	36355	-	0	inside	22	SLC8B1
chr12	114404064	114404078	15	*	X09155	9904	114254543	114404176	149634	-	0	inside	97	RBM19
chr12	114404123	114404147	25	*	X09156	9904	114254543	114404176	149634	-	0	inside	28	RBM19
chr12	117175764	117175807	44	*	X09161	79794	117153596	117175843	22248	-	0	inside	35	C12orf49
chr12	117175764	117175807	44	*	X09161	84900	117176096	117291436	115341	+	288	upstream	288	RNFT2
chr12	117175889	117176141	253	*	X09162	79794	117153596	117175843	22248	-	45	upstream	45	C12orf49
chr12	117175889	117176141	253	*	X09162	84900	117176096	117291436	115341	+	0	overlapStart	0	RNFT2
chr12	117318843	117319069	227	*	X09164	8739	117298225	117319232	21008	-	0	inside	162	HRK
chr12	117348559	117348960	402	*	X09165	26259	117348761	117468953	120193	+	0	overlapStart	0	FBXW8
chr12	117628089	117628476	388	*	X09166	23014	117581585	117628300	46716	-	0	overlapStart	0	FBXO21
chr12	118407135	118407188	54	*	X09167	283455	117890817	118406028	515212	-	1106	upstream	1106	KSR2
chr12	118407260	118407287	28	*	X09168	283455	117890817	118406028	515212	-	1231	upstream	1231	KSR2
chr12	118573749	118574046	298	*	X09169	5037	118573870	118583390	9521	+	0	overlapStart	0	PEBP1
chr12	120105723	120105842	120	*	X09170	5564	120105757	120119429	13673	+	0	overlapStart	0	PRKAB1
chr12	120426962	120427064	103	*	X09171	92558	120427648	120532299	104652	+	583	upstream	583	BICDL1
chr12	120427600	120427611	12	*	X09172	92558	120427648	120532299	104652	+	36	upstream	36	BICDL1
chr12	120427639	120427837	199	*	X09173	92558	120427648	120532299	104652	+	0	overlapStart	0	BICDL1
chr12	120554488	120554563	76	*	X09174	11021	120532899	120554643	21745	-	0	inside	79	RAB35
chr12	120554885	120554909	25	*	X09175	11021	120532899	120554643	21745	-	241	upstream	241	RAB35
chr12	120554937	120554954	18	*	X09176	11021	120532899	120554643	21745	-	293	upstream	293	RAB35
chr12	120632343	120632377	35	*	X09177	10985	120565014	120632513	67500	-	0	inside	135	GCN1
chr12	120632390	120632494	105	*	X09178	10985	120565014	120632513	67500	-	0	inside	18	GCN1
chr12	120884090	120884363	274	*	X09187	283459	120884241	120901556	17316	+	0	overlapStart	0	GATC
chr12	120884090	120884363	274	*	X09187	51499	120881764	120884215	2452	-	0	overlapStart	0	TRIAP1
chr12	120907489	120907547	59	*	X09188	8655	120907660	120936298	28639	+	112	upstream	112	DYNLL1
chr12	120907489	120907547	59	*	X09188	8683	120899471	120907558	8088	-	0	inside	10	SRSF9
chr12	120907613	120907706	94	*	X09189	8655	120907660	120936298	28639	+	0	overlapStart	0	DYNLL1
chr12	120907613	120907706	94	*	X09189	8683	120899471	120907558	8088	-	54	upstream	54	SRSF9
chr12	120933716	120934038	323	*	X09190	100506668	120928141	120933749	5609	-	0	overlapStart	0	NRAV
chr12	120966809	120967034	226	*	X09191	84274	120941082	120966964	25883	-	0	overlapStart	0	COQ5
chr12	121124567	121124854	288	*	X09193	9761	121124949	121139667	14719	+	94	upstream	94	MLEC
chr12	121125020	121125048	29	*	X09194	9761	121124949	121139667	14719	+	0	inside	70	MLEC
chr12	121125218	121125342	125	*	X09195	9761	121124949	121139667	14719	+	0	inside	268	MLEC
chr12	121148369	121148381	13	*	X09196	84747	121148238	121161443	13206	+	0	inside	130	UNC119B
chr12	121148412	121148447	36	*	X09197	84747	121148238	121161443	13206	+	0	inside	173	UNC119B
chr12	121342077	121342139	63	*	X09198	121665	121200313	121342155	141843	-	0	inside	15	SPPL3
chr12	121454148	121454176	29	*	X09199	64897	121440848	121454300	13453	-	0	inside	123	C12orf43
chr12	121454282	121454344	63	*	X09200	64897	121440848	121454300	13453	-	0	overlapStart	0	C12orf43
chr12	121647922	121648178	257	*	X09201	5025	121647664	121671909	24246	+	0	inside	257	P2RX4
chr12	122150719	122150729	11	*	X09209	144404	122150658	122219974	69317	+	0	inside	60	TMEM120B
chr12	122150814	122150824	11	*	X09210	144404	122150658	122219974	69317	+	0	inside	155	TMEM120B
chr12	122326458	122326817	360	*	X09211	3242	122277433	122326517	49085	-	0	overlapStart	0	HPD
chr12	122326458	122326817	360	*	X09211	5715	122326637	122355771	29135	+	0	overlapStart	0	PSMD9
chr12	122459627	122460027	401	*	X09212	605	122459861	122499950	40090	+	0	overlapStart	0	BCL7A
chr12	122460053	122460066	14	*	X09213	605	122459861	122499950	40090	+	0	inside	191	BCL7A
chr12	122688234	122688263	30	*	X09214	79369	122688228	122692084	3857	+	0	inside	5	B3GNT4
chr12	122688373	122688399	27	*	X09215	79369	122688228	122692084	3857	+	0	inside	144	B3GNT4
chr12	122688428	122688476	49	*	X09216	79369	122688228	122692084	3857	+	0	inside	199	B3GNT4
chr12	122750819	122751192	374	*	X09218	65082	122692209	122751068	58860	-	0	overlapStart	0	VPS33A
chr12	122907032	122907050	19	*	X09219	6249	122755981	122907116	151136	-	0	inside	65	CLIP1
chr12	122907067	122907127	61	*	X09220	6249	122755981	122907116	151136	-	0	overlapStart	0	CLIP1
chr12	122985391	122985521	131	*	X09221	55596	122956146	122985543	29398	-	0	inside	21	ZCCHC8
chr12	123011125	123011548	424	*	X09222	65117	122989190	123011560	22371	-	0	inside	11	RSRC2
chr12	123011125	123011548	424	*	X09222	9735	123011809	123110947	99139	+	260	upstream	260	KNTC1
chr12	123011567	123011585	19	*	X09223	65117	122989190	123011560	22371	-	6	upstream	6	RSRC2
chr12	123011567	123011585	19	*	X09223	9735	123011809	123110947	99139	+	223	upstream	223	KNTC1
chr12	123011715	123011770	56	*	X09224	65117	122989190	123011560	22371	-	154	upstream	154	RSRC2
chr12	123011715	123011770	56	*	X09224	9735	123011809	123110947	99139	+	38	upstream	38	KNTC1
chr12	123237154	123237205	52	*	X09225	8562	123237371	123255953	18583	+	165	upstream	165	DENR
chr12	123237239	123237434	196	*	X09226	8562	123237371	123255953	18583	+	0	overlapStart	0	DENR
chr12	123380453	123380739	287	*	X09228	79720	123349875	123380712	30838	-	0	overlapStart	0	VPS37B
chr12	123380817	123380862	46	*	X09229	79720	123349875	123380712	30838	-	104	upstream	104	VPS37B
chr12	123459127	123459356	230	*	X09231	79676	123459354	123464588	5235	+	0	overlapStart	0	OGFOD2
chr12	123459743	123459875	133	*	X09232	23457	123405498	123459752	54255	-	0	overlapStart	0	ABCB9
chr12	123459889	123459919	31	*	X09233	23457	123405498	123459752	54255	-	136	upstream	136	ABCB9
chr12	123465010	123465457	448	*	X09234	51329	123464880	123467460	2581	+	0	inside	129	ARL6IP4
chr12	123635478	123635551	74	*	X09236	57605	123468027	123635285	167259	-	192	upstream	192	PITPNM2
chr12	123717598	123717725	128	*	X09237	10198	123640946	123717658	76713	-	0	overlapStart	0	MPHOSPH9
chr12	123717598	123717725	128	*	X09237	91574	123717844	123742506	24663	+	118	upstream	118	C12orf65
chr12	123756406	123756729	324	*	X09238	8099	123745517	123756863	11347	-	0	inside	133	CDK2AP1
chr12	123849303	123849562	260	*	X09240	55206	123773656	123849388	75733	-	0	overlapStart	0	SBNO1
chr12	123942559	123942638	80	*	X09241	11066	123942651	123956909	14259	+	12	upstream	12	SNRNP35
chr12	123942652	123943016	365	*	X09242	11066	123942651	123956909	14259	+	0	inside	0	SNRNP35
chr12	124068869	124069140	272	*	X09243	10959	124069076	124082688	13613	+	0	overlapStart	0	TMED2
chr12	124086350	124086860	511	*	X09244	57696	124086672	124105482	18811	+	0	overlapStart	0	DDX55
chr12	124118081	124118503	423	*	X09245	1967	124105570	124118323	12754	-	0	overlapStart	0	EIF2B1
chr12	124118081	124118503	423	*	X09245	2967	124118286	124147151	28866	+	0	overlapStart	0	GTF2H3
chr12	124457490	124457943	454	*	X09246	100533183	124457762	124800570	342809	+	0	overlapStart	0	ZNF664-RFLNA
chr12	124457490	124457943	454	*	X09246	144348	124457762	124499986	42225	+	0	overlapStart	0	ZNF664
chr12	124457490	124457943	454	*	X09246	80212	124420955	124457163	36209	-	326	upstream	326	CCDC92
chr12	125052214	125052494	281	*	X09247	9612	124808957	125052010	243054	-	203	upstream	203	NCOR2
chr12	125398535	125399611	1077	*	X09248	100847004	125400093	125400205	113	+	481	upstream	481	MIR5188
chr12	125398535	125399611	1077	*	X09248	7316	125396192	125399587	3396	-	0	overlapStart	0	UBC
chr12	125478252	125478315	64	*	X09255	140707	125478194	125510349	32156	+	0	inside	57	BRI3BP
chr12	125478399	125478432	34	*	X09256	140707	125478194	125510349	32156	+	0	inside	204	BRI3BP
chr12	125478446	125478526	81	*	X09257	140707	125478194	125510349	32156	+	0	inside	251	BRI3BP
chr12	131323923	131323943	21	*	X09267	2054	131274145	131323819	49675	-	103	upstream	103	STX2
chr12	131356459	131356521	63	*	X09268	5901	131356617	131360826	4210	+	95	upstream	95	RAN
chr12	131356575	131356679	105	*	X09269	5901	131356617	131360826	4210	+	0	overlapStart	0	RAN
chr12	132195254	132195847	594	*	X09270	6433	132195632	132284283	88652	+	0	overlapStart	0	SFSWAP
chr12	132379048	132379096	49	*	X09271	8408	132379279	132407707	28429	+	182	upstream	182	ULK1
chr12	132379192	132379339	148	*	X09272	8408	132379279	132407707	28429	+	0	overlapStart	0	ULK1
chr12	132434428	132434571	144	*	X09274	57634	132434465	132565011	130547	+	0	overlapStart	0	EP400
chr12	132628796	132629082	287	*	X09275	317781	132621140	132628880	7741	-	0	overlapStart	0	DDX51
chr12	132628796	132629082	287	*	X09275	79050	132628993	132636986	7994	+	0	overlapStart	0	NOC4L
chr12	133066720	133066754	35	*	X09276	57666	133067157	133161773	94617	+	402	upstream	402	FBRSL1
chr12	133263988	133264097	110	*	X09278	192111	133264635	133299323	34689	+	537	upstream	537	PGAM5
chr12	133263988	133264097	110	*	X09278	5426	133200348	133263945	63598	-	42	upstream	42	POLE
chr12	133263988	133264097	110	*	X09278	5827	133264192	133281577	17386	+	94	upstream	94	PXMP2
chr12	133264117	133264182	66	*	X09279	192111	133264635	133299323	34689	+	452	upstream	452	PGAM5
chr12	133264117	133264182	66	*	X09279	5426	133200348	133263945	63598	-	171	upstream	171	POLE
chr12	133264117	133264182	66	*	X09279	5827	133264192	133281577	17386	+	9	upstream	9	PXMP2
chr12	133264194	133264218	25	*	X09280	192111	133264635	133299323	34689	+	416	upstream	416	PGAM5
chr12	133264194	133264218	25	*	X09280	5426	133200348	133263945	63598	-	248	upstream	248	POLE
chr12	133264194	133264218	25	*	X09280	5827	133264192	133281577	17386	+	0	inside	1	PXMP2
chr12	133338735	133339018	284	*	X09282	23141	133302254	133338451	36198	-	283	upstream	283	ANKLE2
chr12	133405325	133405742	418	*	X09283	2802	133345495	133405426	59932	-	0	overlapStart	0	GOLGA3
